Country,Year,Sub_commodity,Export/Import,Quantity in metric tons,Trade Value in 1000 USD
Guyana,2019,titanium ores and concentrates,Export,0,0
Guyana,2020,titanium ores and concentrates,Export,0,0
Guyana,2021,titanium ores and concentrates,Export,0,0
Guyana,2022,titanium ores and concentrates,Export,0,0
Guyana,2023,titanium ores and concentrates,Export,0,0
Guyana,1992,titanium ores and concentrates,Import,0,0
Guyana,1993,titanium ores and concentrates,Import,0,0
Guyana,1994,titanium ores and concentrates,Import,0,0
Guyana,1995,titanium ores and concentrates,Import,0,0
Guyana,1996,titanium ores and concentrates,Import,0,0
Guyana,1997,titanium ores and concentrates,Import,0,0
Guyana,1998,titanium ores and concentrates,Import,0,0
Guyana,1999,titanium ores and concentrates,Import,0,0
Guyana,2000,titanium ores and concentrates,Import,0,0
Guyana,2001,titanium ores and concentrates,Import,0,0
Guyana,2002,titanium ores and concentrates,Import,0,0
Guyana,2003,titanium ores and concentrates,Import,0,0
Guyana,2004,titanium ores and concentrates,Import,0,0
Guyana,2005,titanium ores and concentrates,Import,0,0
Guyana,2006,titanium ores and concentrates,Import,0,0
Guyana,2007,titanium ores and concentrates,Import,0,0
Guyana,2008,titanium ores and concentrates,Import,0,0
Guyana,2009,titanium ores and concentrates,Import,2,6
Guyana,2010,titanium ores and concentrates,Import,1,2
Guyana,2011,titanium ores and concentrates,Import,1,6
Guyana,2012,titanium ores and concentrates,Import,0,0
Guyana,2013,titanium ores and concentrates,Import,0,0
Guyana,2014,titanium ores and concentrates,Import,0,0
Guyana,2015,titanium ores and concentrates,Import,0,0
Guyana,2016,titanium ores and concentrates,Import,0,0
Guyana,2017,titanium ores and concentrates,Import,0,0
Guyana,2018,titanium ores and concentrates,Import,0,0
Guyana,2019,titanium ores and concentrates,Import,0,0
Guyana,2020,titanium ores and concentrates,Import,20,140
Guyana,2021,titanium ores and concentrates,Import,0,0
Guyana,2022,titanium ores and concentrates,Import,0,0
Guyana,2023,titanium ores and concentrates,Import,3451,4083
Hungary,1992,titanium ores and concentrates,Export,0,0
Hungary,1993,titanium ores and concentrates,Export,0,0
Hungary,1994,titanium ores and concentrates,Export,0,0
Hungary,1995,titanium ores and concentrates,Export,0,0
Hungary,1996,titanium ores and concentrates,Export,0,0
Hungary,1997,titanium ores and concentrates,Export,0,0
Hungary,1998,titanium ores and concentrates,Export,71699,11093
Hungary,1999,titanium ores and concentrates,Export,0,0
Hungary,2000,titanium ores and concentrates,Export,0,0
Hungary,2001,titanium ores and concentrates,Export,0,0
Hungary,2002,titanium ores and concentrates,Export,0,0
Hungary,2003,titanium ores and concentrates,Export,0,0
Hungary,2004,titanium ores and concentrates,Export,0,0
Hungary,2005,titanium ores and concentrates,Export,0,0
Hungary,2006,titanium ores and concentrates,Export,0,0
Hungary,2007,titanium ores and concentrates,Export,0,0
Hungary,2008,titanium ores and concentrates,Export,5,6
Hungary,2009,titanium ores and concentrates,Export,0,0
Hungary,2010,titanium ores and concentrates,Export,2,1
Hungary,2011,titanium ores and concentrates,Export,49,68
Hungary,2012,titanium ores and concentrates,Export,21,49
Hungary,2013,titanium ores and concentrates,Export,1,2
Hungary,2014,titanium ores and concentrates,Export,29,31
Hungary,2015,titanium ores and concentrates,Export,6,8
Hungary,2016,titanium ores and concentrates,Export,20,17
Hungary,2017,titanium ores and concentrates,Export,0,0
Hungary,2018,titanium ores and concentrates,Export,0,0
Hungary,2019,titanium ores and concentrates,Export,0,0
Hungary,2020,titanium ores and concentrates,Export,0,0
Hungary,2021,titanium ores and concentrates,Export,0,0
Hungary,2022,titanium ores and concentrates,Export,155,354
Hungary,2023,titanium ores and concentrates,Export,149,300
Hungary,1992,titanium ores and concentrates,Import,0,0
Hungary,1993,titanium ores and concentrates,Import,0,0
Hungary,1994,titanium ores and concentrates,Import,697,361
Hungary,1995,titanium ores and concentrates,Import,0,0
Hungary,1996,titanium ores and concentrates,Import,625,532
Hungary,1997,titanium ores and concentrates,Import,0,0
Hungary,1998,titanium ores and concentrates,Import,0,0
Hungary,1999,titanium ores and concentrates,Import,1512,726
Hungary,2000,titanium ores and concentrates,Import,0,0
Hungary,2001,titanium ores and concentrates,Import,0,0
Hungary,2002,titanium ores and concentrates,Import,1570,744
Hungary,2003,titanium ores and concentrates,Import,1376,647
Hungary,2004,titanium ores and concentrates,Import,1474,786
Hungary,2005,titanium ores and concentrates,Import,2260,1446
Hungary,2006,titanium ores and concentrates,Import,1623,1008
Hungary,2007,titanium ores and concentrates,Import,0,0
Hungary,2008,titanium ores and concentrates,Import,2659,2171
Hungary,2009,titanium ores and concentrates,Import,0,0
Hungary,2010,titanium ores and concentrates,Import,2677,2075
Hungary,2011,titanium ores and concentrates,Import,2410,2586
Hungary,2012,titanium ores and concentrates,Import,3109,5002
Hungary,2013,titanium ores and concentrates,Import,3254,3792
Hungary,2014,titanium ores and concentrates,Import,3242,3275
Hungary,2015,titanium ores and concentrates,Import,1666,1406
Hungary,2016,titanium ores and concentrates,Import,2406,1895
Hungary,2017,titanium ores and concentrates,Import,1780,1388
Hungary,2018,titanium ores and concentrates,Import,2409,2261
Hungary,2019,titanium ores and concentrates,Import,2291,2640
Hungary,2020,titanium ores and concentrates,Import,2135,2682
Hungary,2021,titanium ores and concentrates,Import,1643,2303
Hungary,2022,titanium ores and concentrates,Import,1047,2062
Hungary,2023,titanium ores and concentrates,Import,159,379
India,1992,titanium ores and concentrates,Export,72549,6759
India,1993,titanium ores and concentrates,Export,166755,14447
India,1994,titanium ores and concentrates,Export,187645,19579
India,1995,titanium ores and concentrates,Export,219052,26435
India,1996,titanium ores and concentrates,Export,50359,10959
India,1997,titanium ores and concentrates,Export,118267,11729
India,1998,titanium ores and concentrates,Export,0,0
India,1999,titanium ores and concentrates,Export,68558,11204
India,2000,titanium ores and concentrates,Export,57839,8821
India,2001,titanium ores and concentrates,Export,94487,17623
India,2002,titanium ores and concentrates,Export,57735,13673
India,2003,titanium ores and concentrates,Export,165165,22181
India,2004,titanium ores and concentrates,Export,442021,37024
India,2005,titanium ores and concentrates,Export,446814,45071
India,2006,titanium ores and concentrates,Export,354101,41219
India,2007,titanium ores and concentrates,Export,238502,35673
India,2008,titanium ores and concentrates,Export,253396,45515
India,2009,titanium ores and concentrates,Export,419521,49791
India,2010,titanium ores and concentrates,Export,227948,127207
India,2011,titanium ores and concentrates,Export,849410,188611
India,2012,titanium ores and concentrates,Export,893921,322936
India,2013,titanium ores and concentrates,Export,791393,207117
India,2014,titanium ores and concentrates,Export,740020,119904
India,2015,titanium ores and concentrates,Export,838349,109719
India,2016,titanium ores and concentrates,Export,593948,83820
India,2017,titanium ores and concentrates,Export,337961,87780
India,2018,titanium ores and concentrates,Export,417112,104923
India,2019,titanium ores and concentrates,Export,233795,67969
India,2020,titanium ores and concentrates,Export,254740,72408
India,2021,titanium ores and concentrates,Export,209218,78219
India,2022,titanium ores and concentrates,Export,163260,93789
India,2023,titanium ores and concentrates,Export,191482,86595
India,1992,titanium ores and concentrates,Import,0,0
India,1993,titanium ores and concentrates,Import,809,324
India,1994,titanium ores and concentrates,Import,2071,1007
India,1995,titanium ores and concentrates,Import,1944,1494
India,1996,titanium ores and concentrates,Import,5168,4985
India,1997,titanium ores and concentrates,Import,7230,5244
India,1998,titanium ores and concentrates,Import,35,21
India,1999,titanium ores and concentrates,Import,0,1
India,2000,titanium ores and concentrates,Import,98,31
India,2001,titanium ores and concentrates,Import,81,27
India,2002,titanium ores and concentrates,Import,100,38
India,2003,titanium ores and concentrates,Import,5605,2648
India,2004,titanium ores and concentrates,Import,2706,1438
India,2005,titanium ores and concentrates,Import,4731,3011
India,2006,titanium ores and concentrates,Import,13186,7864
India,2007,titanium ores and concentrates,Import,16611,10333
India,2008,titanium ores and concentrates,Import,11296,6322
India,2009,titanium ores and concentrates,Import,27662,12610
India,2010,titanium ores and concentrates,Import,70826,21356
India,2011,titanium ores and concentrates,Import,68028,36361
India,2012,titanium ores and concentrates,Import,76707,49968
India,2013,titanium ores and concentrates,Import,72807,30895
India,2014,titanium ores and concentrates,Import,53483,18441
India,2015,titanium ores and concentrates,Import,81433,19791
India,2016,titanium ores and concentrates,Import,82146,20335
India,2017,titanium ores and concentrates,Import,114744,36604
India,2018,titanium ores and concentrates,Import,117622,44079
India,2019,titanium ores and concentrates,Import,146744,60561
India,2020,titanium ores and concentrates,Import,87525,42185
India,2021,titanium ores and concentrates,Import,115131,70570
India,2022,titanium ores and concentrates,Import,63832,59859
India,2023,titanium ores and concentrates,Import,73268,75543
Indonesia,1992,titanium ores and concentrates,Export,0,0
Indonesia,1993,titanium ores and concentrates,Export,0,0
Indonesia,1994,titanium ores and concentrates,Export,0,0
Indonesia,1995,titanium ores and concentrates,Export,1,18
Indonesia,1996,titanium ores and concentrates,Export,0,0
Indonesia,1997,titanium ores and concentrates,Export,0,0
Indonesia,1998,titanium ores and concentrates,Export,0,0
Indonesia,1999,titanium ores and concentrates,Export,0,0
Indonesia,2000,titanium ores and concentrates,Export,0,0
Indonesia,2001,titanium ores and concentrates,Export,0,0
Indonesia,2002,titanium ores and concentrates,Export,450,9
Indonesia,2003,titanium ores and concentrates,Export,751,168
Indonesia,2004,titanium ores and concentrates,Export,560,48
Indonesia,2005,titanium ores and concentrates,Export,0,0
Indonesia,2006,titanium ores and concentrates,Export,0,12
Indonesia,2007,titanium ores and concentrates,Export,13731,513
Indonesia,2008,titanium ores and concentrates,Export,9174,1016
Indonesia,2009,titanium ores and concentrates,Export,8837,641
Indonesia,2010,titanium ores and concentrates,Export,59868,2274
Indonesia,2011,titanium ores and concentrates,Export,18004,1264
Indonesia,2012,titanium ores and concentrates,Export,6259,1089
Indonesia,2013,titanium ores and concentrates,Export,6482,1160
Indonesia,2014,titanium ores and concentrates,Export,500,50
Indonesia,2015,titanium ores and concentrates,Export,22238,956
Indonesia,2016,titanium ores and concentrates,Export,0,0
Indonesia,2017,titanium ores and concentrates,Export,0,0
Indonesia,2018,titanium ores and concentrates,Export,0,0
Indonesia,2019,titanium ores and concentrates,Export,0,0
Indonesia,2020,titanium ores and concentrates,Export,0,0
Indonesia,2021,titanium ores and concentrates,Export,114364,32341
Indonesia,2022,titanium ores and concentrates,Export,0,0
Indonesia,2023,titanium ores and concentrates,Export,7807,2076
Indonesia,1992,titanium ores and concentrates,Import,2541,858
Indonesia,1993,titanium ores and concentrates,Import,1963,966
Indonesia,1994,titanium ores and concentrates,Import,2167,1485
Indonesia,1995,titanium ores and concentrates,Import,2794,1976
Indonesia,1996,titanium ores and concentrates,Import,2535,2689
Indonesia,1997,titanium ores and concentrates,Import,1513,1543
Indonesia,1998,titanium ores and concentrates,Import,2575,2164
Indonesia,1999,titanium ores and concentrates,Import,1637,1183
Indonesia,2000,titanium ores and concentrates,Import,2777,1807
Indonesia,2001,titanium ores and concentrates,Import,3095,2000
Indonesia,2002,titanium ores and concentrates,Import,3235,1921
Indonesia,2003,titanium ores and concentrates,Import,2390,1350
Indonesia,2004,titanium ores and concentrates,Import,3205,1826
Indonesia,2005,titanium ores and concentrates,Import,3143,2320
Indonesia,2006,titanium ores and concentrates,Import,2922,2003
Indonesia,2007,titanium ores and concentrates,Import,3878,2695
Indonesia,2008,titanium ores and concentrates,Import,5667,4231
Indonesia,2009,titanium ores and concentrates,Import,2064,1684
Indonesia,2010,titanium ores and concentrates,Import,5165,3833
Indonesia,2011,titanium ores and concentrates,Import,4681,5186
Indonesia,2012,titanium ores and concentrates,Import,5178,12792
Indonesia,2013,titanium ores and concentrates,Import,4720,6931
Indonesia,2014,titanium ores and concentrates,Import,5004,5011
Indonesia,2015,titanium ores and concentrates,Import,6349,5304
Indonesia,2016,titanium ores and concentrates,Import,6693,4834
Indonesia,2017,titanium ores and concentrates,Import,6183,4901
Indonesia,2018,titanium ores and concentrates,Import,7824,7893
Indonesia,2019,titanium ores and concentrates,Import,5599,6299
Indonesia,2020,titanium ores and concentrates,Import,6052,7532
Indonesia,2021,titanium ores and concentrates,Import,7247,9861
Indonesia,2022,titanium ores and concentrates,Import,6286,11814
Indonesia,2023,titanium ores and concentrates,Import,4995,9679
"Iran, Islamic Rep.",1992,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",1993,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",1994,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",1995,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",1996,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",1997,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",1998,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",1999,titanium ores and concentrates,Export,72,32
"Iran, Islamic Rep.",2000,titanium ores and concentrates,Export,12,7
"Iran, Islamic Rep.",2001,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2002,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2003,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2004,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2005,titanium ores and concentrates,Export,44,10
"Iran, Islamic Rep.",2006,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2007,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2008,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2009,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2010,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2011,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2012,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2013,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2014,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2015,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2016,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2017,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2018,titanium ores and concentrates,Export,1,0
"Iran, Islamic Rep.",2019,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2020,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2021,titanium ores and concentrates,Export,0,0
"Iran, Islamic Rep.",2022,titanium ores and concentrates,Export,270,82
"Iran, Islamic Rep.",2023,titanium ores and concentrates,Export,0,0
Iran,1992,titanium ores and concentrates,Import,0,0
Iran,1993,titanium ores and concentrates,Import,0,0
Iran,1994,titanium ores and concentrates,Import,0,0
Iran,1995,titanium ores and concentrates,Import,0,0
Iran,1996,titanium ores and concentrates,Import,0,0
Iran,1997,titanium ores and concentrates,Import,4507.38,3285.17
Iran,1998,titanium ores and concentrates,Import,5023.94,3544.21
Iran,1999,titanium ores and concentrates,Import,3680,2078.39
Iran,2000,titanium ores and concentrates,Import,2045,944.66
Iran,2001,titanium ores and concentrates,Import,7192.92,3898.61
Iran,2002,titanium ores and concentrates,Import,7324,3241.35
Iran,2003,titanium ores and concentrates,Import,9165,4197.28
Iran,2004,titanium ores and concentrates,Import,9847.57,5311.17
Iran,2005,titanium ores and concentrates,Import,10030.2,6491.36
Iran,2006,titanium ores and concentrates,Import,240,134.39
Iran,2007,titanium ores and concentrates,Import,0,0
Iran,2008,titanium ores and concentrates,Import,0,0
Iran,2009,titanium ores and concentrates,Import,0,0
Iran,2010,titanium ores and concentrates,Import,14271.4,10511.62
Iran,2011,titanium ores and concentrates,Import,13513.8,14534.57
Iran,2012,titanium ores and concentrates,Import,0,0
Iran,2013,titanium ores and concentrates,Import,12282,17636.67
Iran,2014,titanium ores and concentrates,Import,7529,7991.83
Iran,2015,titanium ores and concentrates,Import,8932.54,8414.11
Iran,2016,titanium ores and concentrates,Import,8028,7096.4
Iran,2017,titanium ores and concentrates,Import,9084,8532.17
Iran,2018,titanium ores and concentrates,Import,4500,5226.86
Iran,2019,titanium ores and concentrates,Import,10267.1,14566.98
Iran,2020,titanium ores and concentrates,Import,7449,11617.1
Iran,2021,titanium ores and concentrates,Import,8268,12738.05
Iran,2022,titanium ores and concentrates,Import,8259.17,15314.33
Iran,2023,titanium ores and concentrates,Import,0,0
Ireland,1992,titanium ores and concentrates,Export,0,0
Ireland,1993,titanium ores and concentrates,Export,0,0
Ireland,1994,titanium ores and concentrates,Export,0,0
Ireland,1995,titanium ores and concentrates,Export,0,0
Ireland,1996,titanium ores and concentrates,Export,0,0
Ireland,1997,titanium ores and concentrates,Export,0,0
Ireland,1998,titanium ores and concentrates,Export,0,0
Ireland,1999,titanium ores and concentrates,Export,3.062,2.84
Ireland,2000,titanium ores and concentrates,Export,7.386,11.36
Ireland,2001,titanium ores and concentrates,Export,0.001,2
Ireland,2002,titanium ores and concentrates,Export,3.853,5.26
Ireland,2003,titanium ores and concentrates,Export,5.218,16.59
Ireland,2004,titanium ores and concentrates,Export,22.368,37.99
Ireland,2005,titanium ores and concentrates,Export,18.524,44.23
Ireland,2006,titanium ores and concentrates,Export,0.005,11
Ireland,2007,titanium ores and concentrates,Export,0.265,3.64
Ireland,2008,titanium ores and concentrates,Export,4,21.33
Ireland,2009,titanium ores and concentrates,Export,0,0
Ireland,2010,titanium ores and concentrates,Export,4.607,16.65
Ireland,2011,titanium ores and concentrates,Export,2.46,51.04
Ireland,2012,titanium ores and concentrates,Export,0.189,32.06
Ireland,2013,titanium ores and concentrates,Export,0.319,6.46
Ireland,2014,titanium ores and concentrates,Export,N/A,35.44
Ireland,2015,titanium ores and concentrates,Export,0.182,3.08
Ireland,2016,titanium ores and concentrates,Export,1.48,24.94
Ireland,2017,titanium ores and concentrates,Export,0.289,4.97
Ireland,2018,titanium ores and concentrates,Export,0,0
Ireland,2019,titanium ores and concentrates,Export,0,0
Ireland,2020,titanium ores and concentrates,Export,0.319,2.95
Ireland,2021,titanium ores and concentrates,Export,N/A,8.7
Ireland,2022,titanium ores and concentrates,Export,0,0
Ireland,2023,titanium ores and concentrates,Export,0,0
Ireland,1992,titanium ores and concentrates,Import,0,0
Ireland,1993,titanium ores and concentrates,Import,3220,1181
Ireland,1994,titanium ores and concentrates,Import,77,34
Ireland,1995,titanium ores and concentrates,Import,107,72
Ireland,1996,titanium ores and concentrates,Import,117,98
Ireland,1997,titanium ores and concentrates,Import,54,51
Ireland,1998,titanium ores and concentrates,Import,79,62
Ireland,1999,titanium ores and concentrates,Import,190,146
Ireland,2000,titanium ores and concentrates,Import,148,99
Ireland,2001,titanium ores and concentrates,Import,140,119
Ireland,2002,titanium ores and concentrates,Import,119,86
Ireland,2003,titanium ores and concentrates,Import,12,14
Ireland,2004,titanium ores and concentrates,Import,19,17
Ireland,2005,titanium ores and concentrates,Import,2,8
Ireland,2006,titanium ores and concentrates,Import,24,22
Ireland,2007,titanium ores and concentrates,Import,6,9
Ireland,2008,titanium ores and concentrates,Import,4,10
Ireland,2009,titanium ores and concentrates,Import,22,54
Ireland,2010,titanium ores and concentrates,Import,6,26
Ireland,2011,titanium ores and concentrates,Import,2,121
Ireland,2012,titanium ores and concentrates,Import,5,150
Ireland,2013,titanium ores and concentrates,Import,3,178
Ireland,2014,titanium ores and concentrates,Import,N/A,223
Ireland,2015,titanium ores and concentrates,Import,N/A,8
Ireland,2016,titanium ores and concentrates,Import,6,15
Ireland,2017,titanium ores and concentrates,Import,2,4
Ireland,2018,titanium ores and concentrates,Import,4,11
Ireland,2019,titanium ores and concentrates,Import,2,4
Ireland,2020,titanium ores and concentrates,Import,2,5
Ireland,2021,titanium ores and concentrates,Import,0,0
Ireland,2022,titanium ores and concentrates,Import,5,8
Ireland,2023,titanium ores and concentrates,Import,2,9
Israel,1992,titanium ores and concentrates,Export,0,0
Israel,1993,titanium ores and concentrates,Export,0,0
Israel,1994,titanium ores and concentrates,Export,0,0
Israel,1995,titanium ores and concentrates,Export,0,0
Israel,1996,titanium ores and concentrates,Export,0,0
Israel,1997,titanium ores and concentrates,Export,0,0
Israel,1998,titanium ores and concentrates,Export,0,48
Israel,1999,titanium ores and concentrates,Export,N/A,5
Israel,2000,titanium ores and concentrates,Export,0,0
Israel,2001,titanium ores and concentrates,Export,0,0
Israel,2002,titanium ores and concentrates,Export,0,0
Israel,2003,titanium ores and concentrates,Export,0,0
Israel,2004,titanium ores and concentrates,Export,0,0
Israel,2005,titanium ores and concentrates,Export,0,0
Israel,2006,titanium ores and concentrates,Export,0,0
Israel,2007,titanium ores and concentrates,Export,0,0
Israel,2008,titanium ores and concentrates,Export,0,0
Israel,2009,titanium ores and concentrates,Export,0,1
Israel,2010,titanium ores and concentrates,Export,7816,4362
Israel,2011,titanium ores and concentrates,Export,782,436
Israel,2012,titanium ores and concentrates,Export,0,0
Israel,2013,titanium ores and concentrates,Export,0,0
Israel,2014,titanium ores and concentrates,Export,0,0
Israel,2015,titanium ores and concentrates,Export,N/A,2
Israel,2016,titanium ores and concentrates,Export,0,0
Israel,2017,titanium ores and concentrates,Export,0,0
Israel,2018,titanium ores and concentrates,Export,0,0
Israel,2019,titanium ores and concentrates,Export,0,0
Israel,2020,titanium ores and concentrates,Export,0,0
Israel,2021,titanium ores and concentrates,Export,0,0
Israel,2022,titanium ores and concentrates,Export,0,0
Israel,2023,titanium ores and concentrates,Export,N/A,48
Israel,1992,titanium ores and concentrates,Import,0,0
Israel,1993,titanium ores and concentrates,Import,0,0
Israel,1994,titanium ores and concentrates,Import,0,0
Israel,1995,titanium ores and concentrates,Import,N/A,439
Israel,1996,titanium ores and concentrates,Import,N/A,385
Israel,1997,titanium ores and concentrates,Import,N/A,181
Israel,1998,titanium ores and concentrates,Import,N/A,243
Israel,1999,titanium ores and concentrates,Import,N/A,126
Israel,2000,titanium ores and concentrates,Import,285,134
Israel,2001,titanium ores and concentrates,Import,218,120
Israel,2002,titanium ores and concentrates,Import,19,9
Israel,2003,titanium ores and concentrates,Import,2,1
Israel,2004,titanium ores and concentrates,Import,158,105
Israel,2005,titanium ores and concentrates,Import,N/A,115
Israel,2006,titanium ores and concentrates,Import,N/A,108
Israel,2007,titanium ores and concentrates,Import,290,219
Israel,2008,titanium ores and concentrates,Import,98,85
Israel,2009,titanium ores and concentrates,Import,200,167
Israel,2010,titanium ores and concentrates,Import,208,173
Israel,2011,titanium ores and concentrates,Import,266,445
Israel,2012,titanium ores and concentrates,Import,130,391
Israel,2013,titanium ores and concentrates,Import,244,402
Israel,2014,titanium ores and concentrates,Import,221,272
Israel,2015,titanium ores and concentrates,Import,141,181
Israel,2016,titanium ores and concentrates,Import,243,203
Israel,2017,titanium ores and concentrates,Import,212,182
Israel,2018,titanium ores and concentrates,Import,271,253
Israel,2019,titanium ores and concentrates,Import,196,234
Israel,2020,titanium ores and concentrates,Import,233,284
Israel,2021,titanium ores and concentrates,Import,306,358
Israel,2022,titanium ores and concentrates,Import,363,530
Israel,2023,titanium ores and concentrates,Import,482,733
Italy,1992,titanium ores and concentrates,Export,0,0
Italy,1993,titanium ores and concentrates,Export,0,0
Italy,1994,titanium ores and concentrates,Export,525,210
Italy,1995,titanium ores and concentrates,Export,121,76
Italy,1996,titanium ores and concentrates,Export,8501,423
Italy,1997,titanium ores and concentrates,Export,148,116
Italy,1998,titanium ores and concentrates,Export,0,68
Italy,1999,titanium ores and concentrates,Export,184,111
Italy,2000,titanium ores and concentrates,Export,111,50
Italy,2001,titanium ores and concentrates,Export,0,21
Italy,2002,titanium ores and concentrates,Export,58,216
Italy,2003,titanium ores and concentrates,Export,12,7
Italy,2004,titanium ores and concentrates,Export,19,11
Italy,2005,titanium ores and concentrates,Export,27,19
Italy,2006,titanium ores and concentrates,Export,0,16
Italy,2007,titanium ores and concentrates,Export,39,39
Italy,2008,titanium ores and concentrates,Export,329,331
Italy,2009,titanium ores and concentrates,Export,332,352
Italy,2010,titanium ores and concentrates,Export,550,1326
Italy,2011,titanium ores and concentrates,Export,35,104
Italy,2012,titanium ores and concentrates,Export,26,92
Italy,2013,titanium ores and concentrates,Export,33,126
Italy,2014,titanium ores and concentrates,Export,3,59
Italy,2015,titanium ores and concentrates,Export,75,188
Italy,2016,titanium ores and concentrates,Export,2,5
Italy,2017,titanium ores and concentrates,Export,11,24
Italy,2018,titanium ores and concentrates,Export,23,60
Italy,2019,titanium ores and concentrates,Export,142,307
Italy,2020,titanium ores and concentrates,Export,42,78
Italy,2021,titanium ores and concentrates,Export,3,46
Italy,2022,titanium ores and concentrates,Export,814,673
Italy,2023,titanium ores and concentrates,Export,6874,2004
Italy,1992,titanium ores and concentrates,Import,0,0
Italy,1993,titanium ores and concentrates,Import,0,0
Italy,1994,titanium ores and concentrates,Import,3647,1527
Italy,1995,titanium ores and concentrates,Import,195,182
Italy,1996,titanium ores and concentrates,Import,4689,4431
Italy,1997,titanium ores and concentrates,Import,1655,1157
Italy,1998,titanium ores and concentrates,Import,5145,2868
Italy,1999,titanium ores and concentrates,Import,4037,1893
Italy,2000,titanium ores and concentrates,Import,85970,28690
Italy,2001,titanium ores and concentrates,Import,112844,29554
Italy,2002,titanium ores and concentrates,Import,99830,35789
Italy,2003,titanium ores and concentrates,Import,123867,33953
Italy,2004,titanium ores and concentrates,Import,88502,35922
Italy,2005,titanium ores and concentrates,Import,85607,31864
Italy,2006,titanium ores and concentrates,Import,185100,44523
Italy,2007,titanium ores and concentrates,Import,136296,44411
Italy,2008,titanium ores and concentrates,Import,102909,39140
Italy,2009,titanium ores and concentrates,Import,74338,23024
Italy,2010,titanium ores and concentrates,Import,99017,34761
Italy,2011,titanium ores and concentrates,Import,111619,42842
Italy,2012,titanium ores and concentrates,Import,103454,80697
Italy,2013,titanium ores and concentrates,Import,55323,44177
Italy,2014,titanium ores and concentrates,Import,102317,53938
Italy,2015,titanium ores and concentrates,Import,84586,44800
Italy,2016,titanium ores and concentrates,Import,104213,47518
Italy,2017,titanium ores and concentrates,Import,92260,47259
Italy,2018,titanium ores and concentrates,Import,63792,37426
Italy,2019,titanium ores and concentrates,Import,44906,25065
Italy,2020,titanium ores and concentrates,Import,78425,51449
Italy,2021,titanium ores and concentrates,Import,101067,58249
Italy,2022,titanium ores and concentrates,Import,72334,48405
Italy,2023,titanium ores and concentrates,Import,889,2666
Japan,1992,titanium ores and concentrates,Export,12907,6419.26
Japan,1993,titanium ores and concentrates,Export,20044.6,9213.45
Japan,1994,titanium ores and concentrates,Export,11457.6,5189.36
Japan,1995,titanium ores and concentrates,Export,N/A,35.08
Japan,1996,titanium ores and concentrates,Export,37.187,58.41
Japan,1997,titanium ores and concentrates,Export,10,18.19
Japan,1998,titanium ores and concentrates,Export,0,0
Japan,1999,titanium ores and concentrates,Export,N/A,27.36
Japan,2000,titanium ores and concentrates,Export,15,28.03
Japan,2001,titanium ores and concentrates,Export,0.06,99
Japan,2002,titanium ores and concentrates,Export,24,31.13
Japan,2003,titanium ores and concentrates,Export,39,55.42
Japan,2004,titanium ores and concentrates,Export,84.457,123.83
Japan,2005,titanium ores and concentrates,Export,85.714,110.64
Japan,2006,titanium ores and concentrates,Export,0.097,123
Japan,2007,titanium ores and concentrates,Export,79,117.82
Japan,2008,titanium ores and concentrates,Export,46,82.91
Japan,2009,titanium ores and concentrates,Export,6,12.86
Japan,2010,titanium ores and concentrates,Export,8,18.27
Japan,2011,titanium ores and concentrates,Export,7,21.46
Japan,2012,titanium ores and concentrates,Export,14,33.51
Japan,2013,titanium ores and concentrates,Export,0,0
Japan,2014,titanium ores and concentrates,Export,2.688,2.24
Japan,2015,titanium ores and concentrates,Export,0,0
Japan,2016,titanium ores and concentrates,Export,0,0
Japan,2017,titanium ores and concentrates,Export,0,0
Japan,2018,titanium ores and concentrates,Export,3.96087,3.13
Japan,2019,titanium ores and concentrates,Export,0,0
Japan,2020,titanium ores and concentrates,Export,14.8257,17.59
Japan,2021,titanium ores and concentrates,Export,20.4136,25.28
